"Row.names"	"annotation"	"SYMBOL"	"start"	"end"	"206891110001_R01C01"	"206891110001_R03C01"	"206891110001_R07C01"	"206891110001_R08C01"	"206891110002_R02C01"	"206891110002_R04C01"	"206891110002_R06C01"	"206891110002_R08C01"	"206891110004_R01C01"	"206891110004_R03C01"	"206891110004_R07C01"	"206891110004_R08C01"	"206891110005_R02C01"	"206891110005_R04C01"	"206891110005_R06C01"	"206891110005_R08C01"
"512"	"cg18073390_BC21"	"Promoter (<=1kb)"	"PCDHA1"	140786983	140786984	0.714760488097172	0.860270069654008	0.804628855123063	0.910160060420657	0.877156490622464	0.796735390547268	0.658074078925266	0.85045401518221	0.685605380596754	0.881711832522741	0.789728275061017	0.889093920512817	0.879030637726069	0.827693183829353	0.749701437512696	0.894043744997809
"759"	"cg27348710_BC21"	"Promoter (<=1kb)"	"PCDHA1"	140786201	140786202	0.255526438071837	0.450338201424218	0.284808008723079	0.551556797615098	0.533505475752084	0.233768136887344	0.222920285563522	0.446440665613349	0.192061322759522	0.55333462208682	0.19721738003869	0.493849335891473	0.641570598809153	0.231014790387745	0.23623236105129	0.585167090191923
"30"	"cg01042202_BC11"	"Promoter (1-2kb)"	"PCDHA10"	140862574	140862575	0.444507446095489	0.548385407944114	0.959482057740812	0.527070720844516	0.371924300238906	0.858169192181577	0.228908839057946	0.544715237288681	0.319515152515454	0.723375809124251	0.872743064536948	0.409960356657893	0.637176161620188	0.688208039812156	0.419320656271433	0.832380104803567
"46"	"cg01470457_BC21"	"Promoter (1-2kb)"	"PCDHA10"	140863011	140863012	0.607991766477045	0.726821685539943	0.864643849809112	0.755635414682538	0.740156751904941	0.802042476935224	0.558129679086097	0.722764149662267	0.596982432404962	0.748095518723494	0.811082890566582	0.715741280337311	0.799175552526527	0.803287285792267	0.59806636530492	0.788560504318377
"53"	"cg01795789_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140855699	140855700	0.194531448176946	0.120889995001573	0.234068998029939	0.147519168446383	0.126174750513531	0.106797117546635	0.192356767614106	0.157323455522659	0.179395140235607	0.136814365727623	0.0770014037889253	0.129479517758363	0.133406298864627	0.111307693644654	0.248174045962529	0.162919770228713
"93"	"cg02829712_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140856496	140856497	0.223784034725924	0.418328131342836	0.634800165014169	0.550076067199476	0.464361690450035	0.56442900567255	0.141862410338526	0.435274398947298	0.153164476402278	0.507507790452503	0.51889977668622	0.505029770463884	0.535536699978784	0.533085267854442	0.235373862458104	0.542169962681525
"98"	"cg03169021_TC21"	"Promoter (1-2kb)"	"PCDHA10"	140862901	140862902	0.922072134136519	0.948868338584195	0.951618775617614	0.437902572843078	0.468648424157467	0.935034229996046	0.908315273583498	0.933235216123435	0.926169510244449	0.948841136103239	0.937693453552207	0.563351722951882	0.628940696637339	0.924578011211882	0.930856565372349	0.952103480036842
"140"	"cg04617043_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140855442	140855443	0.675884229060116	0.793544293480828	0.744332694426221	0.793067068849408	0.725073043125127	0.68019260807834	0.435785207926296	0.731181697843782	0.48148072053458	0.850287429165533	0.691043903633495	0.736281427603856	0.787410947062679	0.704106426738995	0.539723991245796	0.844847720143053
"178"	"cg06305777_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140855628	140855629	0.587839987385384	0.595239658017832	0.806289214812028	0.694587105615348	0.61552619735994	0.661380752864236	0.44754684114302	0.488114413742714	0.545342152082348	0.597292432563858	0.739654126377489	0.596043418289681	0.726581942067371	0.781558893341684	0.635612793802585	0.633438869374085
"298"	"cg09936799_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140861912	140861913	0.529666347404835	0.901053646894795	0.747587838734694	0.555085848025058	0.494172529893757	0.558755624435969	0.38274481980813	0.885553615296405	0.416955291885224	0.917169063983884	0.522932511676847	0.528508529009364	0.616170156591975	0.612203163750245	0.524417384742977	0.924736552928488
"302"	"cg10418237_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140858294	140858295	0.376613807228414	0.855541363325183	0.893536284472082	0.770206166143443	0.751816600001164	0.83820369850783	0.32919563913224	0.828336518157482	0.34311364346094	0.865768001766398	0.788921306169199	0.743996060839724	0.780402285565751	0.820217447990573	0.372090858277405	0.862158854728108
"304"	"cg10519368_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140856001	140856002	0.907414965931022	0.911009431008585	0.912900490903572	0.478063559666274	0.517270530961106	0.887258227298117	0.895907621810858	0.902024207069699	0.871764387526659	0.909788291721167	0.904216813322	0.458786330939106	0.561016049557027	0.899982789764026	0.895811206032329	0.920663538718446
"338"	"cg11595575_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140855925	140855926	0.535309643511195	0.0870722136015989	0.810102083620422	0.641899353065991	0.54836034267088	0.789603311326853	0.515725250594191	0.127305850960207	0.435924976330803	0.17046227399442	0.736392701949564	0.578377453928913	0.624650226935318	0.76338350017691	0.393513764519609	0.197056309127223
"343"	"cg11784196_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140855334	140855335	0.158049003567932	0.0886360591999638	0.0939526919232054	0.118577299376426	0.117856499986161	0.105542638059187	0.179436076583961	0.0816491434129028	0.14938181585973	0.130370602763922	0.0548618865402419	0.00452947759047467	0.125849270791324	0.0694616797338675	0.158843380018093	0.112563611309069
"357"	"cg12193929_TC11"	"Promoter (<=1kb)"	"PCDHA10"	140857900	140857901	0.954179487509421	0.953641898594913	0.960117225946039	0.966258664437589	0.9632629387027	0.907119601840154	0.906114845035403	0.951260520122572	0.939325966368792	0.958258309914468	0.936249159024802	0.959804319879839	0.970177801468103	0.919636124757231	0.945392450635214	0.966995177768308
"384"	"cg13298827_TC11"	"Promoter (2-3kb)"	"PCDHA10"	140863716	140863717	0.667804170596651	0.453272453681938	0.584931639062241	0.818725176628593	0.683242397782143	0.241859742816661	0.266384157240548	0.438038026747809	0.413806883051574	0.698119956949507	0.200643090970099	0.708921120571835	0.868074295575576	0.237177911251522	0.639067907465284	0.894333074540464
"390"	"cg13592931_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140856011	140856012	0.931641720483585	0.901157462664758	0.929905908017883	0.615742059984009	0.552687071385542	0.858860855262215	0.923074585258976	0.905810140925394	0.888603542633286	0.922389920788185	0.841948474677142	0.558993246050343	0.634516585943636	0.908132991860616	0.939124682603788	0.951059582514151
"425"	"cg14676529_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140856022	140856023	0.923070912330319	0.926939381558937	0.926293484433603	0.685851652289023	0.632894988485765	0.907614890897373	0.896172722774819	0.922867985032118	0.881155604413898	0.940843949619375	0.920664875932584	0.628044449848673	0.680861313672935	0.873206785460909	0.925613285376466	0.94551279694539
"430"	"cg14995055_TC11"	"Promoter (<=1kb)"	"PCDHA10"	140861008	140861009	0.478699089011174	0.822214060019357	0.659871664921644	0.840212440503422	0.739201139384767	0.533542598184388	0.32103487207415	0.695161997531649	0.37253953763625	0.805592051883365	0.536719508757825	0.775841115753233	0.90406229581853	0.499856866083785	0.416524223441059	0.821141587292766
"470"	"cg16555533_TC21"	"Promoter (2-3kb)"	"PCDHA10"	140863421	140863422	0.543838937456661	0.841218251572717	0.889459245114799	0.817049434024844	0.752079470034038	0.892655039322653	0.487243062189649	0.841574161523597	0.506303108136347	0.882428747315787	0.843852397127228	0.807385445345502	0.813890491356748	0.86866464173175	0.546516876942555	0.871223161075241
"519"	"cg18283342_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140855850	140855851	0.347962838282342	0.663939897015222	0.430303434791755	0.763761590373798	0.679920497876014	0.411144847874732	0.291248012576951	0.685413272127757	0.239705241431752	0.715442114326833	0.272288750013994	0.779046003633914	0.767527911099125	0.383395965044465	0.374587125089952	0.731202135476107
"564"	"cg19810034_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140856168	140856169	0.411267360809619	0.734496400099348	0.702005847724473	0.307933157587535	0.307451611513619	0.635027232278069	0.381856302432214	0.718546376508689	0.397435280371223	0.754853475653474	0.61663066882154	0.289195733513865	0.338842908964602	0.64328686444678	0.433372648366176	0.819955699582536
"580"	"cg20970845_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140861503	140861504	0.173652902502273	0.119380167912283	0.0852726082293283	0.671144622509064	0.595973569394716	0.0548951697278031	0.0795023338085172	0.104239191899197	0.0728121885014807	0.119932020047878	0.0981143140145116	0.650498134845271	0.725071606780976	0.0749137685653447	0.172289038173131	0.185613655907976
"587"	"cg21450108_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140855863	140855864	0.220594348458083	0.583025376160856	0.3806139341074	0.238650288174337	0.183437655376204	0.210177531362414	0.194187627754169	0.577311370735854	0.202481040189855	0.67220203853285	0.19140619130626	0.161869348178105	0.220090023312371	0.233596242035222	0.183199201146944	0.635794580659335
"655"	"cg23932782_BC21"	"Promoter (<=1kb)"	"PCDHA10"	140855776	140855777	0.196932082504146	0.489736126343358	0.687243820092786	0.186249495066129	0.126895650694956	0.611947200465568	0.203792418381447	0.628594531605041	0.150475199567574	0.588052983286824	0.542870664110139	0.200458280833094	0.234458155373224	0.633957199119647	0.276815230129892	0.650173851669572
"686"	"cg24648119_BC21"	"Promoter (1-2kb)"	"PCDHA10"	140863054	140863055	0.377716691844715	0.853739069551591	0.881977572897148	0.511061267401622	0.491842233892917	0.897903051837246	0.36800875995429	0.804556402736098	0.371600428268669	0.882077630207989	0.84213370676352	0.515965025230691	0.513254398543568	0.895730771477431	0.426071717337784	0.846762108729311
"705"	"cg25241684_BC21"	"Promoter (1-2kb)"	"PCDHA10"	140862992	140862993	0.678323057718347	0.788206379570886	0.806911700376268	0.820947475947969	0.795205144218224	0.760679829069835	0.611348455385014	0.776362490785713	0.657359923873167	0.823250597633989	0.754589891417476	0.790007344755773	0.842278585080557	0.75438895651884	0.665824974840286	0.853956491470663
"718"	"cg25754158_TC21"	"Promoter (<=1kb)"	"PCDHA10"	140855857	140855858	0.258387167284346	0.570373120887893	0.324039602925883	0.2186915407666	0.190218673155003	0.28475306858113	0.195033019876917	0.556874917765208	0.200462685952303	0.642158405935878	0.251463532857161	0.22403047526825	0.271377753207085	0.274268809401443	0.220241130188431	0.623255589259924
"41"	"cg01369220_TC21"	"Promoter (<=1kb)"	"PCDHA11"	140868979	140868980	0.349150039551206	0.830002935880235	0.749234454208964	0.372370974971026	0.305848701117342	0.742789611002828	0.26603460885255	0.799267957452306	0.244747662068719	0.815691579070593	0.683085126225844	0.266416048456356	0.442412446314796	0.721118848738377	0.392061365649878	0.82684661745403
"149"	"cg04788935_BC21"	"Promoter (<=1kb)"	"PCDHA11"	140869811	140869812	0.69547039188613	0.867766092322693	0.864202219500403	0.901656770334437	0.873424346583995	0.85551636316583	0.542823838578536	0.845145546141209	0.64193043346266	0.885112032238529	0.830430387589044	0.882000086264933	0.90393947119671	0.860276475038236	0.712743309472669	0.894608071480923
"239"	"cg08620913_TC21"	"Promoter (<=1kb)"	"PCDHA11"	140869102	140869103	0.781783454690413	0.922913853161935	0.9422732626839	0.543575716232813	0.531063081215731	0.893640716027017	0.732091924942763	0.896655230042127	0.765280459019622	0.926486010595141	0.887941817174861	0.528100637839846	0.584042566918992	0.9176231698559	0.820817102000281	0.952058392722531
"352"	"cg12091708_TC21"	"Promoter (<=1kb)"	"PCDHA11"	140868805	140868806	0.0973802801686252	0.0559324324950223	0.450222071356958	0.051674244467189	0.0568633185487535	0.313883312379766	0.0525519726225611	0.0472304550066719	0.0557609016731575	0.0655112244820478	0.289711914308477	0.0610228444120544	0.0724017231519703	0.295212046449851	0.0796497856665659	0.151946055920561
"396"	"cg13762451_BC21"	"Promoter (1-2kb)"	"PCDHA11"	140866632	140866633	0.190904322214363	0.16079227638655	0.220862393462307	0.195178405963416	0.235634758800379	0.143000973496024	0.252127498494578	0.180501365108125	0.185116486770135	0.22554440230502	0.18858280636384	0.216240153691076	0.262818084146545	0.186877021521258	0.244314132206493	0.242744853808631
"448"	"cg15827318_BC21"	"Promoter (1-2kb)"	"PCDHA11"	140873086	140873087	0.170376491540876	0.815570423782776	0.828738534978988	0.129514833736958	0.18008977096516	0.775323360141926	0.156385383520916	0.73601166169592	0.111873563965037	0.830972033459563	0.746060564066031	0.165525349622835	0.196556736164264	0.792567655681123	0.168727541804841	0.856791122714362
"544"	"cg19239201_BC21"	"Promoter (1-2kb)"	"PCDHA11"	140867182	140867183	0.3610193487364	0.1530416646344	0.449043471118741	0.609425705730992	0.499175311518497	0.292476841391912	0.21257808052016	0.129613898505911	0.243943378387478	0.155155770734082	0.241175610808023	0.377469145683948	0.492676326962001	0.381579004135508	0.302889981183136	0.241802534497
"563"	"cg19790494_TC21"	"Promoter (2-3kb)"	"PCDHA11"	140866125	140866126	0.213957617415324	0.208447565580971	0.617388586663576	0.359025865960815	0.21863718208707	0.472952808709779	0.238160727457638	0.191196391362334	0.228917598299494	0.241645309963418	0.408131749474654	0.263077027336079	0.273201928391352	0.475311730521819	0.275798260330567	0.285369230724053
"567"	"cg19928377_TC21"	"Promoter (1-2kb)"	"PCDHA11"	140870150	140870151	0.732834216363783	0.487381134185963	0.885971327003368	0.855376084832282	0.842776174604275	0.860939812722403	0.661889863543727	0.449199605931827	0.6863510738637	0.481784581184541	0.874565646183293	0.855729314362936	0.871504554672963	0.863142187036454	0.769509598244639	0.619464213920255
"569"	"cg19976449_BC21"	"Promoter (1-2kb)"	"PCDHA11"	140867041	140867042	0.237581589563053	0.232756553818069	0.324995392320364	0.308032486878859	0.343963812176001	0.377003264429133	0.222008302212258	0.168479046200571	0.221785682223026	0.183884524994096	0.291878099361586	0.336298906919068	0.458334364412831	0.285927270133485	0.255141840775285	0.230127452685485
"626"	"cg22869668_BC21"	"Promoter (<=1kb)"	"PCDHA11"	140871141	140871142	0.594423626734926	0.917182964438821	0.728200496647887	0.356298941049722	0.313413441459348	0.646962569149166	0.561624997405971	0.872095834949121	0.563344053692653	0.920090605405221	0.634630913800885	0.288464585865614	0.377568804864876	0.708175244154438	0.635412740331047	0.921178882652863
"704"	"cg25024993_BC21"	"Promoter (<=1kb)"	"PCDHA11"	140869025	140869026	0.0518064884162147	0.0735907140931278	0.27932613464939	0.08893783030178	0.119492599820334	0.16797301017592	0.0378740243824077	0.0665603529765883	0.0459237708491958	0.106653117186117	0.176459602808965	0.0922241610816039	0.195065497198095	0.159102065678749	0.0727360393162524	0.130440091956867
"722"	"cg26023680_TC21"	"Promoter (<=1kb)"	"PCDHA11"	140868839	140868840	0.0948001860033825	0.0967500790017804	0.65473036587028	0.0813322957994167	0.0828440418511859	0.48009439468748	0.116156858061473	0.0935937088527288	0.0785793436032466	0.112401211264959	0.60726319660321	0.0960385926994993	0.116944200229641	0.503856717942077	0.0998694268026142	0.112539555106541
"757"	"cg27273077_TC21"	"Promoter (<=1kb)"	"PCDHA11"	140868889	140868890	0.359941930656388	0.456692702916299	0.902430459611248	0.0720945984428438	0.056232704613141	0.85499144873381	0.290470742355212	0.481647330153061	0.240432902015245	0.54118281244915	0.837090823676433	0.0714523291450946	0.085472454597063	0.875723585615321	0.45441693624372	0.60293600440179
"65"	"cg02090731_TC21"	"Promoter (<=1kb)"	"PCDHA12"	140874942	140874943	0.484650395449303	0.598177232932545	0.497221231896548	0.353845359281808	0.318168398712641	0.436315666787215	0.446105571412972	0.514565019918636	0.335042668603637	0.602567011271462	0.353725932365013	0.428642089565416	0.321687910309998	0.438269671669692	0.427165986001894	0.583506198746761
"108"	"cg03463174_BC21"	"Promoter (<=1kb)"	"PCDHA12"	140876194	140876195	0.600733362288424	0.611649786756945	0.710330054895592	0.52739544963218	0.543300728271088	0.697112812372473	0.546408107824114	0.557975473115383	0.537710522549497	0.621128940165552	0.667595730857267	0.568338435386988	0.536346191367737	0.649336208572477	0.666115234441832	0.634351327090763
"240"	"cg08621101_BC21"	"Promoter (1-2kb)"	"PCDHA12"	140874110	140874111	0.214816143498188	0.151468104758084	0.140835696258454	0.168501187530344	0.166429158854362	0.112166900944605	0.147666830588781	0.178214714566514	0.152813753308005	0.188600431577994	0.173759524656639	0.173035862743824	0.209242199275984	0.10373995115623	0.222260496418705	0.191405362692812
"241"	"cg08621291_BC21"	"Promoter (2-3kb)"	"PCDHA12"	140877772	140877773	0.493350720964874	0.826454735871505	0.840241721352073	0.653273802885299	0.480754377884536	0.780425628464206	0.367873062008752	0.827418620462694	0.428566982616599	0.846997729159743	0.80450201173277	0.51922287431379	0.684756818278263	0.816037940537058	0.431544620729507	0.865447346443537
"295"	"cg09852127_TC21"	"Promoter (<=1kb)"	"PCDHA12"	140875260	140875261	0.515857536552015	0.86115151720276	0.872290043373254	0.621618936194318	0.552752168990249	0.832924868688888	0.426184850379246	0.864207512825009	0.427713705469595	0.875313435391682	0.834085364299084	0.583217849109389	0.638320623488037	0.850573432663059	0.552806975089687	0.897168008451955
"297"	"cg09936552_BC21"	"Promoter (<=1kb)"	"PCDHA12"	140874903	140874904	0.48507306203889	0.768536510812418	0.725955969986328	0.697056489620786	0.635365061409613	0.697893958661488	0.394461826190569	0.765030671542608	0.349536152189791	0.806094336197638	0.628698398465576	0.636474582129161	0.683750830118852	0.664594619580009	0.46236524044967	0.80945274285372
"349"	"cg11954680_BC11"	"Promoter (<=1kb)"	"PCDHA12"	140875208	140875209	0.663611798234296	0.406866046869056	0.590017092672295	0.420417164064111	0.346377048667593	0.596470177390175	0.424456667586259	0.252126370471591	0.37440656317333	0.391853565242668	0.383370243963447	0.444186490858523	0.460056783280784	0.614158037705507	0.596572870085312	0.476921897838058
"383"	"cg13295463_TC21"	"Promoter (<=1kb)"	"PCDHA12"	140875484	140875485	0.849728461343468	0.939284836483073	0.952642052483468	0.920543367757212	0.890478815542222	0.901820313196244	0.785899781149576	0.922204857214251	0.810418024175578	0.933322207770823	0.945148574151729	0.917604071499892	0.907605881432099	0.916871532081764	0.843183347221853	0.957612821264891
"419"	"cg14557699_BC21"	"Promoter (<=1kb)"	"PCDHA12"	140875324	140875325	0.612601239453213	0.894256967787979	0.861306843097716	0.233453057091056	0.245386507841314	0.811411629623339	0.512076556503994	0.831760567680991	0.543673170665507	0.893712981967308	0.780206083122995	0.277053570229603	0.403894492768747	0.834435623589966	0.612413239974731	0.892046835207188
"436"	"cg15122993_TC11"	"Promoter (1-2kb)"	"PCDHA12"	140877232	140877233	0.977260174092374	0.979135083232382	0.97891144830011	0.940511274320329	0.88374320888471	0.975421633756697	0.973949486663288	0.976153765737773	0.976303802900887	0.975130108528689	0.974454446124154	0.930333775214397	0.93758183927905	0.974439134628464	0.990523641973926	0.97848654809589
"573"	"cg20087952_BC21"	"Promoter (<=1kb)"	"PCDHA12"	140876165	140876166	0.793532696629594	0.789655107735069	0.756766081413338	0.790787557991442	0.728308430775475	0.712078716980576	0.713596918113014	0.769776678212951	0.671324078905045	0.802679637967669	0.709590913609256	0.735161810233548	0.768486479998165	0.729960602911266	0.802735076922667	0.830438368464373
"622"	"cg22845236_TC21"	"Promoter (<=1kb)"	"PCDHA12"	140875864	140875865	0.95606876748484	0.947343315893275	0.945072966856102	0.570817106098314	0.577636367941551	0.906410548097295	0.946614888490368	0.919384041384538	0.935268729687301	0.951399235710884	0.877479851590412	0.548068032911489	0.654613892456145	0.923457997066909	0.957180936544087	0.952789708921921
"650"	"cg23450373_TC21"	"Promoter (<=1kb)"	"PCDHA12"	140875167	140875168	0.455555892694688	0.487826091787769	0.598271439243323	0.439521235204647	0.3029054205742	0.526712656821259	0.335316500236419	0.495956999417146	0.295038380768467	0.600766319543879	0.519767781606893	0.255339321884693	0.407328563842942	0.464265834128314	0.380379037676902	0.644353136096536
"7"	"cg00275741_TC21"	"Promoter (<=1kb)"	"PCDHA13"	140882164	140882165	0.91946604782495	0.893225914560228	0.898965772726535	0.864343532038984	0.869301624769251	0.858776202547136	0.910728238179228	0.906923527572372	0.911161775293369	0.910205322969242	0.869562266909775	0.839220495106974	0.883487232744788	0.865890402231621	0.924803298394579	0.927547412065116
"18"	"cg00696836_TC21"	"Promoter (1-2kb)"	"PCDHA13"	140880755	140880756	0.174907270591025	0.0303440583085113	0.0657278678580376	0.030619931765136	0.0322639745031687	0.0178274313160009	0.16863400810409	0.0309155333526975	0.159176659727914	0.0313209623023575	0.0581077516463403	0.0320435793776839	0.0392161526045582	0.0208243721163498	0.201526879965385	0.0243433040695137
"34"	"cg01202150_TC11"	"Promoter (<=1kb)"	"PCDHA13"	140882112	140882113	0.869144574166506	0.671132883816669	0.447456492628445	0.611420089144508	0.378485098937453	0.134224075812867	0.502018117527035	0.552946239818486	0.769396490011331	0.735494766638545	0.117802582849071	0.276674147598224	0.639818202595956	0.161029742619424	0.877754386605231	0.757205930626369
"63"	"cg02051771_TC21"	"Promoter (<=1kb)"	"PCDHA13"	140882078	140882079	0.862857989641886	0.773377907120163	0.674035235066113	0.414975595300516	0.262475372548478	0.655389163266825	0.789256214285003	0.675471524993887	0.810126435549919	0.788366513190629	0.592785678337105	0.189106483110784	0.301807049849359	0.655831202596738	0.85379270704924	0.788267033745328
"327"	"cg11268983_TC11"	"Promoter (<=1kb)"	"PCDHA13"	140882719	140882720	0.657653738063806	0.161113424263188	0.8212126708342	0.189228622716249	0.1225153876496	0.750043715087835	0.262606237266904	0.143082516643588	0.44009555394842	0.229023156980769	0.687555310961585	0.243005649270339	0.186299367683379	0.722980008326042	0.627913979166312	0.453958226724596
"566"	"cg19876814_TC21"	"Promoter (<=1kb)"	"PCDHA13"	140882068	140882069	0.871756858403713	0.797727721378656	0.645152726993687	0.673613974470064	0.631699662998386	0.636355881105688	0.830330216157926	0.67688258186171	0.83146768976434	0.793728453972234	0.601630819186996	0.611147972949323	0.731529942281015	0.655106679751814	0.862416772116528	0.792057048925401
"721"	"cg25967418_TC21"	"Promoter (<=1kb)"	"PCDHA13"	140882174	140882175	0.877139917748811	0.776249067157514	0.684524412442898	0.794924288584645	0.751677495505646	0.68124302604436	0.859695946433516	0.685978502343926	0.845867920686213	0.813548110292942	0.514521691316641	0.788511720324395	0.817598399617993	0.714680686027076	0.886143857713081	0.801720058807467
"724"	"cg26224918_BC21"	"Promoter (<=1kb)"	"PCDHA13"	140881376	140881377	0.629802021848016	0.757408878070706	0.683613755874427	0.427811820956819	0.433373744161071	0.579818094201452	0.60167618837721	0.639166029599706	0.606128263526241	0.762032347281701	0.57064623409666	0.5044841828268	0.661637965002382	0.59592767948763	0.631990184233268	0.785039301335429
"729"	"cg26318513_TC21"	"Promoter (<=1kb)"	"PCDHA13"	140881340	140881341	0.334839270441099	0.416534403266183	0.676740216748923	0.684834111076251	0.564607185196725	0.653687018900994	0.169679550741822	0.438192194558906	0.197947398308151	0.5181064029002	0.635054020010101	0.586166208943757	0.687825219539399	0.664801317846414	0.247290648634212	0.541524916756803
"737"	"cg26556719_TC21"	"Promoter (<=1kb)"	"PCDHA13"	140882225	140882226	0.629125226426353	0.475274014535019	0.887302218875294	0.564697804622681	0.558852589104862	0.823642286414951	0.535887294693523	0.444722494527361	0.587304541860442	0.499929103878516	0.814355434861816	0.52177549389211	0.650266429724195	0.815332082395063	0.635473500320749	0.565894271018116
"760"	"cg27474707_BC21"	"Promoter (<=1kb)"	"PCDHA13"	140881352	140881353	0.676874879129196	0.652273506928406	0.79868745076481	0.787184229762685	0.7675108583875	0.750395190391591	0.625487953307848	0.686882300772682	0.634993200890751	0.72658948476504	0.702769764484661	0.773921451939917	0.795587722255617	0.771989952845724	0.743309793649189	0.751481200649336
"20"	"cg00748875_BC21"	"Promoter (<=1kb)"	"PCDHA2"	140795531	140795532	0.359589990628148	0.770946818145059	0.698651492133655	0.163545673424806	0.170923677050211	0.646881829075107	0.279103669941783	0.687298393687001	0.310780002769491	0.762696720656351	0.566184952915907	0.16467063591967	0.191459834325827	0.641902944360038	0.293117322739828	0.770683428636341
